"S0365-05962006000300002-scl","Sarcomas cutâneos primários","Fleury Jr, Luiz Fernando Fróes, Sanches Jr, José Antonio","Anais Brasileiros de Dermatologia; 81(3); 207-221","Anais Brasileiros de Dermatologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962006000300002&lang=pt" 
"S1516-14392006000200004-scl","Production of metallic copper powder by autocatalytic reaction in suspension","Poço, João Guilherme Rocha, Guardani, Roberto, Shimmi, Cláudia Satie, Giulietti, Marco","Materials Research; 9(2); 131-135","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200004&lang=pt" 
"S1516-14392006000200008-scl","Effect of in service weld repair on the performance of CrMo steel steam pipelines","Fuentes, Alfonso Rafael Fernández, Alcântara, Nelson Guedes de, Rodríguez, Sergio Haro, Ibarra, Alejandro López","Materials Research; 9(2); 153-158","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200008&lang=pt" 
"S1516-14392006000200011-scl","The influence of (Ti,W)C and NbC on the mechanical behavior of alumina","Acchar, Wilson, Cairo, Carlos Alberto","Materials Research; 9(2); 171-174","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200011&lang=pt" 
"S1516-14392006000200013-scl","H3PO4/Al2O3 catalysts: characterization and catalytic evaluation of oleic acid conversion to biofuels and biolubricant","Araujo, Lucia Regina Raddi de, Scofield, Cynthia Fraga, Pastura, Nídia Maria Ribeiro, Gonzalez, Wilma de Araujo","Materials Research; 9(2); 181-184","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200013&lang=pt" 
"S1516-14392006000200015-scl","Damping behavior of synthetic graphite beams","Pardini, Luiz Cláudio, Levy Neto, Flaminio, Fereira, Jorge Luiz de Almeida","Materials Research; 9(2); 193-197","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200015&lang=pt" 
"S1516-14392006000200022-scl","Effect of casting temperature and atmosphere on castability of Ni-Cr alloys: a comparative study with direct flame casting method","Bezzon, Osvaldo Luiz, Barros, Celso de, Pagnano, Valéria Oliveira, Soriani, Natércia Carreira","Materials Research; 9(2); 237-241","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200022&lang=pt" 
"S1516-14392006000200021-scl","Modeling polycrystals with regular polyhedra","Rios, Paulo Rangel, Glicksman, Martin Eden","Materials Research; 9(2); 231-236","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200021&lang=pt" 
"S1516-14392006000200023-scl","Characterization by X ray diffraction of mechanically alloyed tripotassium sodium sulfate","Miranda, Marcus Aurélio Ribeiro, Sasaki, José Marcos, Sombra, Antônio Sérgio Bezerra, Silva, Cléber Costa, Remédios, Cláudio Márcio Rocha","Materials Research; 9(2); 243-246","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200023&lang=pt" 
"S0535-51332006000200008-ven","Fenotipo y genotipo del doble heterocigoto para δβ Talasemia/βIVSII-849 Talasemia en una familia venezolana.","Bravo-Urquiola, Martha, Arends, Anabel, Montilla, Silvia, Guevara- I, José María, García, Gloria, Álvarez, Maritza, Castillo, Omar","Investigación Clínica; 47(2); 179-184","Investigación Clínica","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332006000200008&lang=pt" 
"S1516-14392006000200010-scl","Microstructural descriptors and cellular automata simulation of the effects of non-random nuclei location on recrystallization in two dimensions","Rios, Paulo Rangel, Oliveira, Janaina da Costa Pereira Torres de, Oliveira, Valmir Torres de, Castro, José Adilson de","Materials Research; 9(2); 165-170","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200010&lang=pt" 
"S1516-14392006000200012-scl","Pulp response of anionic lyophilized collagen matrix with or without hydroxyapatite after pulpotomy in dog&#039;s teeth","Silva, Léa Assed Bezerra da, Leonardo, Mario Roberto, Nelson-Filho, Paulo, Medeiros, Alexandra Sárzyla, Rossi, Marcos Antonio","Materials Research; 9(2); 175-180","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200012&lang=pt" 
"S1516-14392006000200014-scl","Synthesis and characterization of poly (vinyl alcohol) hydrogels and hybrids for rMPB70 protein adsorption","Reis, Elizabeth Fonseca dos, Campos, Fábia S., Lage, Andrey Pereira, Leite, Romulo Cerqueira, Heneine, Luiz Guilherme, Vasconcelos, Wander Luiz, Lobato, Zelia Ines Portela, Mansur, Herman Sander","Materials Research; 9(2); 185-191","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200014&lang=pt" 
"S1516-14392006000200019-scl","An investigation of hot deformation response of particulate-reinforced magnesium + 4.5% titanium composite","Raghunath, B. K., Karthikeyan, R., Gupta, M.","Materials Research; 9(2); 217-222","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200019&lang=pt" 
"S1516-14392006000200020-scl","Cellular automata simulation of site-saturated and constant nucleation rate transformations in three dimensions","Rios, Paulo Rangel, Oliveira, Valmir Torres de, Pereira, Luciana de Oliveira, Pereira, Maxwell Ruela, Castro, José Adilson de","Materials Research; 9(2); 223-230","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200020&lang=pt" 
"S1516-14392006000200018-scl","A study of steel bar reinforcement corrosion in concretes with SF and SRH using electrochemical impedance spectroscopy","Silva, Fernanda Giannotti da, Liborio, Jefferson Benedicto Libardi","Materials Research; 9(2); 209-215","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200018&lang=pt" 
