"S0188-76532011000200009-mex","¿Ilegalidad justificada?: clientelismo controlado en la administración chilena","Moriconi Bezerra, Marcelo","Perfiles latinoamericanos; 19(38); 227-247","Perfiles latinoamericanos","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532011000200009&lang=pt" 
"S0004-05922011000400017-esp","Control de la dinámica folicular ovárica en llamas (Lama glama) en posparto temprano","Cancino, A.K., Aller, J.F., Rebuffi, G., Alberio, R.H.","Archivos de Zootecnia; 60(232); 1009-1020","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400017&lang=pt" 
"S0004-05922011000400004-esp","Análise bayesiana do índice perímetro escrotal/peso de animais Nelore do Estado do Tocantins, Brasil","Marcondes, C.R., Araújo, R.O., Vozzi, P.A., Gunski, R.J., Garnero, A. del V., Lôbo, R.B.","Archivos de Zootecnia; 60(232); 871-882","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400004&lang=pt" 
"S0004-05922011000400044-esp","Variabilidad morfoestructural de ovinos Blackbelly en Campeche, México","Dzib, C.A., Ortiz de Montellano, A., Torres-Hernández, G.","Archivos de Zootecnia; 60(232); 1291-1301","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400044&lang=pt" 
"S0004-05922011000400049-esp","Estudio genealógico del perro Cimarrón Uruguayo","Martínez, M., Armstrong, E., Gagliardi, R., Llambí, S.","Archivos de Zootecnia; 60(232); 1327-1330","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400049&lang=pt" 
"S0004-05922011000400050-esp","In vitro maturation of bovine granulosa cells for steroid hormone production","Smith, O.F., Ogunsola, A.A., Ladokun, A.O., Ajadi, T.A.","Archivos de Zootecnia; 60(232); 1331-1334","Archivos de Zootecnia","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400050&lang=pt" 
"S0004-05922011000400024-esp","Relación entre variables subjetivas e informatizadas del movimiento espermático del morueco","Bravo, J.A., Montanero, J., Calero, R., Roy, T.J.","Archivos de Zootecnia; 60(232); 1087-1094","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400024&lang=pt" 
"S0004-05922011000400014-esp","Energia líquida no leite e desempenho de bezerros de vacas primíparas Aberdeen Angus","Lemes, J.S., Pimentel, M.A., Brauner, C.C., Moraes, J.C.F.","Archivos de Zootecnia; 60(232); 977-983","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400014&lang=pt" 
"S0004-05922011000400015-esp","Caracterización genética de tres líneas de tilapia del Nilo (Oreochromis niloticus)","Lupchinski Jr., E., Vargas, L., Lopera-Barrero, N.M., Ribeiro, R.P., Povh, J.A., Gasparino, E., Gomes, P.C., Braccini, G.L.","Archivos de Zootecnia; 60(232); 985-995","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400015&lang=pt" 
"S0122-53832011000200001-col","MICROALGAE BASED BIOREFINERY: ISSUES TO CONSIDER","González-Delgado, Ángel-Darío, Kafarov, Viatcheslav","CT&amp;F - Ciencia, Tecnología y Futuro; 4(4); 5-22","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832011000200001&lang=pt" 
"S0122-53832011000200003-col","METHODOLOGY TO INCREASE OIL RESERVES BY IDENTIFYING OPTIMAL TIME TO ABANDON NON-ECONOMIC WELLS","Sandoval, Publio-Alejandro, Fernández, Fabián-Ricardo, Ordóñez-Rodríguez, Aníbal, Rincón-Bonilla, Claudia, Jeréz, Leydy Johana","CT&amp;F - Ciencia, Tecnología y Futuro; 4(4); 37-46","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832011000200003&lang=pt" 
"S0122-53832011000200002-col","PRESSURE AND PRESSURE DERIVATIVE ANALYSIS WITHOUT TYPE-CURVE MATCHING FOR THERMAL RECOVERY PROCESSES","Escobar-Macualo, Freddy-Humberto, Martínez-Pérez, Javier-Andrés, Bonilla-Camacho, Luis-Fernando","CT&amp;F - Ciencia, Tecnología y Futuro; 4(4); 23-36","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832011000200002&lang=pt" 
"S0122-53832011000200005-col","HYDRODYNAMIC COMPUTATIONAL EVALUATION IN SOLAR TUBULAR PHOTOBIOREACTORS BENDS","Ramírez-Duque, José-Luis, Ramos-Lucumi, Mabel-Angélica","CT&amp;F - Ciencia, Tecnología y Futuro; 4(4); 59-72","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832011000200005&lang=pt" 
"S0122-53832011000200004-col","SYNTHESIS OF NEUTRAL LIPIDS IN CHLORELLA SP. UNDER DIFFERENT LIGHT AND CARBONATE CONDITIONS","Pérez-Pazos, Jazmín-Vanessa, Fernández-Izquierdo, Pablo","CT&amp;F - Ciencia, Tecnología y Futuro; 4(4); 47-58","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832011000200004&lang=pt" 
"S0122-53832011000200007-col","NUMERICAL SIMULATION OF HIGH PRESSURE BURNER WITH PARTIALLY PREMIXED FLAME","Lezcano-Benítez, Juan-Camilo, Correa-Restrepo, Daniel, Amell-Arrieta, Andrés-Adolfo, Cadavid-Sierra, Francisco-Javier","CT&amp;F - Ciencia, Tecnología y Futuro; 4(4); 89-104","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832011000200007&lang=pt" 
"S0122-53832011000200006-col","CFD TECHNIQUE TO CALCULATE TUBE SKIN PEAK TEMPERATURES IN REFINERY FURNACES","Díaz-Mateus, Fabián-Andrey, Castro-Gualdrón, Jesús-Alberto","CT&amp;F - Ciencia, Tecnología y Futuro; 4(4); 73-88","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832011000200006&lang=pt" 
"S0122-53832011000200009-col","COMPARISON OF POTENTIAL ENVIRONMENTAL IMPACTS ON THE PRODUCTION AND USE OF HIGH AND LOW SULFUR REGULAR DIESEL BY LIFE CYCLE ASSESSMENT","Martínez-González, Aldemar, Casas-Leuro, Oscar-Mauricio, Acero-Reyes, Julia-Raquel, Castillo-Monroy, Edgar-Fernando","CT&amp;F - Ciencia, Tecnología y Futuro; 4(4); 123-138","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832011000200009&lang=pt" 
"S0122-53832011000200008-col","FACTORS DETERMINING THE PHYTOPLANKTON VARIABILITY IN THE SWAMPS OF THE MOMPOSINA DEPRESSION (COLOMBIA)","Plata-Díaz, Yasmín, Pimienta-Rueda, Astrid-Lorely","CT&amp;F - Ciencia, Tecnología y Futuro; 4(4); 105-122","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832011000200008&lang=pt" 
